[rosmaster.main][INFO] 2017-03-09 13:12:49,236: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-03-09 13:12:49,236: Starting ROS Master Node
[rosmaster.master][INFO] 2017-03-09 13:12:49,692: +SERVICE [/camera/color_debayer/set_logger_level] /camera/color_debayer http://10.42.0.1:38346/
[rosmaster.master][INFO] 2017-03-09 13:12:49,699: +SERVICE [/camera/color_rectify_mono/get_loggers] /camera/color_rectify_mono http://10.42.0.1:44737/
[rosmaster.master][INFO] 2017-03-09 13:12:49,710: +PUB [/diagnostics] /mavros http://10.42.0.1:33421/
[rosmaster.master][INFO] 2017-03-09 13:12:49,717: +PUB [/rosout] /camera/color_rectify_color http://10.42.0.1:42181/
[rosmaster.master][INFO] 2017-03-09 13:12:49,720: +SERVICE [/camera/color_rectify_mono/set_logger_level] /camera/color_rectify_mono http://10.42.0.1:44737/
[rosmaster.master][INFO] 2017-03-09 13:12:49,732: +SERVICE [/camera/color_rectify_color/get_loggers] /camera/color_rectify_color http://10.42.0.1:42181/
[rosmaster.master][INFO] 2017-03-09 13:12:49,745: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:49,747: +PUB [/rosout] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:49,752: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:49,755: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:49,756: +PUB [/rosout] /camera/ir_rectify_ir http://10.42.0.1:33333/
[rosmaster.master][INFO] 2017-03-09 13:12:49,758: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:49,760: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:49,769: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:49,783: +SERVICE [/camera/ir_rectify_ir/get_loggers] /camera/ir_rectify_ir http://10.42.0.1:33333/
[rosmaster.master][INFO] 2017-03-09 13:12:49,785: +SERVICE [/camera/camera_nodelet_manager/get_loggers] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:49,788: +SERVICE [/camera/color_rectify_color/set_logger_level] /camera/color_rectify_color http://10.42.0.1:42181/
[rosmaster.master][INFO] 2017-03-09 13:12:49,814: +PUB [/rosout] /camera/depth_rectify_depth http://10.42.0.1:43944/
[rosmaster.master][INFO] 2017-03-09 13:12:49,819: +SERVICE [/camera/ir_rectify_ir/set_logger_level] /camera/ir_rectify_ir http://10.42.0.1:33333/
[rosmaster.master][INFO] 2017-03-09 13:12:49,828: +SERVICE [/camera/camera_nodelet_manager/set_logger_level] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:49,840: +SERVICE [/camera/depth_rectify_depth/get_loggers] /camera/depth_rectify_depth http://10.42.0.1:43944/
[rosmaster.master][INFO] 2017-03-09 13:12:49,846: +PUB [/rosout] /camera/depth_metric_rect http://10.42.0.1:36079/
[rosmaster.master][INFO] 2017-03-09 13:12:49,848: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:49,859: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:49,872: +SERVICE [/camera/depth_rectify_depth/set_logger_level] /camera/depth_rectify_depth http://10.42.0.1:43944/
[rosmaster.master][INFO] 2017-03-09 13:12:49,880: +SERVICE [/camera/depth_metric_rect/get_loggers] /camera/depth_metric_rect http://10.42.0.1:36079/
[rosmaster.master][INFO] 2017-03-09 13:12:49,886: +PUB [/rosout] /camera/depth_metric http://10.42.0.1:45934/
[rosmaster.master][INFO] 2017-03-09 13:12:49,890: +PUB [/rosout] /camera/depth_points http://10.42.0.1:35916/
[rosmaster.master][INFO] 2017-03-09 13:12:49,909: +SERVICE [/camera/depth_metric_rect/set_logger_level] /camera/depth_metric_rect http://10.42.0.1:36079/
[rosmaster.master][INFO] 2017-03-09 13:12:49,917: +SERVICE [/camera/depth_metric/get_loggers] /camera/depth_metric http://10.42.0.1:45934/
[rosmaster.master][INFO] 2017-03-09 13:12:49,919: +SERVICE [/camera/depth_points/get_loggers] /camera/depth_points http://10.42.0.1:35916/
[rosmaster.master][INFO] 2017-03-09 13:12:49,922: +PUB [/rosout] /camera/register_depth_color http://10.42.0.1:43270/
[rosmaster.master][INFO] 2017-03-09 13:12:49,936: +SERVICE [/camera/camera_nodelet_manager/load_nodelet] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:49,949: +PUB [/rosout] /camera/points_xyzrgb_sw_registered http://10.42.0.1:42917/
[rosmaster.master][INFO] 2017-03-09 13:12:49,953: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:49,956: +SERVICE [/camera/depth_metric/set_logger_level] /camera/depth_metric http://10.42.0.1:45934/
[rosmaster.master][INFO] 2017-03-09 13:12:49,967: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:49,971: +SERVICE [/camera/depth_points/set_logger_level] /camera/depth_points http://10.42.0.1:35916/
[rosmaster.master][INFO] 2017-03-09 13:12:49,971: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:49,976: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:49,977: +SERVICE [/camera/register_depth_color/get_loggers] /camera/register_depth_color http://10.42.0.1:43270/
[rosmaster.master][INFO] 2017-03-09 13:12:49,992: +PARAM [/camera/depth_rectify_depth] by /camera/depth_rectify_depth
[rosmaster.master][INFO] 2017-03-09 13:12:49,996: +SERVICE [/camera/camera_nodelet_manager/unload_nodelet] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:50,008: +PUB [/rosout] /camera/depth_registered_sw_metric_rect http://10.42.0.1:45917/
[rosmaster.master][INFO] 2017-03-09 13:12:50,011: +SERVICE [/camera/points_xyzrgb_sw_registered/get_loggers] /camera/points_xyzrgb_sw_registered http://10.42.0.1:42917/
[rosmaster.master][INFO] 2017-03-09 13:12:50,032: +SERVICE [/camera/register_depth_color/set_logger_level] /camera/register_depth_color http://10.42.0.1:43270/
[rosmaster.master][INFO] 2017-03-09 13:12:50,038: +PUB [/rosout] /camera/disparity_depth http://10.42.0.1:42775/
[rosmaster.master][INFO] 2017-03-09 13:12:50,047: +SERVICE [/camera/camera_nodelet_manager/list] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:50,065: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:50,082: +SERVICE [/camera/depth_registered_sw_metric_rect/get_loggers] /camera/depth_registered_sw_metric_rect http://10.42.0.1:45917/
[rosmaster.master][INFO] 2017-03-09 13:12:50,084: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:50,087: +SERVICE [/camera/points_xyzrgb_sw_registered/set_logger_level] /camera/points_xyzrgb_sw_registered http://10.42.0.1:42917/
[rosmaster.master][INFO] 2017-03-09 13:12:50,102: +PUB [/rosout] /camera/disparity_registered_sw http://10.42.0.1:42880/
[rosmaster.master][INFO] 2017-03-09 13:12:50,130: +SUB [/tf] /mavros http://10.42.0.1:33421/
[rosmaster.master][INFO] 2017-03-09 13:12:50,145: +SERVICE [/camera/disparity_depth/get_loggers] /camera/disparity_depth http://10.42.0.1:42775/
[rosmaster.master][INFO] 2017-03-09 13:12:50,151: +SERVICE [/camera/depth_registered_sw_metric_rect/set_logger_level] /camera/depth_registered_sw_metric_rect http://10.42.0.1:45917/
[rosmaster.master][INFO] 2017-03-09 13:12:50,173: +SERVICE [/camera/disparity_registered_sw/get_loggers] /camera/disparity_registered_sw http://10.42.0.1:42880/
[rosmaster.master][INFO] 2017-03-09 13:12:50,189: +SERVICE [/camera/disparity_depth/set_logger_level] /camera/disparity_depth http://10.42.0.1:42775/
[rosmaster.master][INFO] 2017-03-09 13:12:50,191: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:50,232: +SERVICE [/camera/disparity_registered_sw/set_logger_level] /camera/disparity_registered_sw http://10.42.0.1:42880/
[rosmaster.master][INFO] 2017-03-09 13:12:50,276: +PARAM [/camera/points_xyzrgb_sw_registered] by /camera/points_xyzrgb_sw_registered
[rosmaster.master][INFO] 2017-03-09 13:12:50,380: +PARAM [/camera/disparity_depth] by /camera/disparity_depth
[rosmaster.master][INFO] 2017-03-09 13:12:50,397: +PUB [/rosout] /image_view http://10.42.0.1:40855/
[rosmaster.master][INFO] 2017-03-09 13:12:50,406: publisherUpdate[/rosout] -> http://10.42.0.1:37113/
[rosmaster.master][INFO] 2017-03-09 13:12:50,416: +PARAM [/camera/disparity_registered_sw] by /camera/disparity_registered_sw
[rosmaster.master][INFO] 2017-03-09 13:12:50,448: +SERVICE [/image_view/get_loggers] /image_view http://10.42.0.1:40855/
[rosmaster.master][INFO] 2017-03-09 13:12:50,471: +SUB [/tf_static] /mavros http://10.42.0.1:33421/
[rosmaster.master][INFO] 2017-03-09 13:12:50,474: +SERVICE [/image_view/set_logger_level] /image_view http://10.42.0.1:40855/
[rosmaster.master][INFO] 2017-03-09 13:12:50,491: +PUB [/tf] /mavros http://10.42.0.1:33421/
[rosmaster.master][INFO] 2017-03-09 13:12:50,506: +SERVICE [/camera/color_rectify_mono/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:50,507: publisherUpdate[/tf] -> http://10.42.0.1:33421/
[rosmaster.master][INFO] 2017-03-09 13:12:50,526: +PUB [/camera/color_rectify_mono/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:50,543: +PUB [/camera/color_rectify_mono/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:50,568: +PARAM [/camera/color_rectify_mono/interpolation] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:50,583: +PARAM [/camera/color_rectify_mono/interpolation] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:50,717: +PUB [/mavlink/from] /mavros http://10.42.0.1:33421/
[rosmaster.master][INFO] 2017-03-09 13:12:50,758: +SUB [/mavlink/to] /mavros http://10.42.0.1:33421/
[rosmaster.master][INFO] 2017-03-09 13:12:50,840: +PUB [/camera/color/image_rect_mono/compressedDepth] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:50,844: +SERVICE [/camera/color/image_rect_mono/compressedDepth/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:50,848: +PUB [/camera/color/image_rect_mono/compressedDepth/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:50,855: +PUB [/camera/color/image_rect_mono/compressedDepth/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:50,888: +PARAM [/camera/color/image_rect_mono/compressedDepth/depth_max] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:50,894: +PARAM [/camera/color/image_rect_mono/compressedDepth/depth_quantization] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:50,904: +PARAM [/camera/color/image_rect_mono/compressedDepth/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:50,919: +PARAM [/camera/color/image_rect_mono/compressedDepth/depth_max] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:50,930: +PARAM [/camera/color/image_rect_mono/compressedDepth/depth_quantization] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:50,938: +PARAM [/camera/color/image_rect_mono/compressedDepth/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:51,178: +PUB [/camera/color/image_rect_mono/compressed] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:51,183: +SERVICE [/camera/color/image_rect_mono/compressed/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:51,209: +PUB [/mavros/radio_status] /mavros http://10.42.0.1:33421/
[rosmaster.master][INFO] 2017-03-09 13:12:51,221: +PUB [/camera/color/image_rect_mono/compressed/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:51,233: +PUB [/camera/color/image_rect_mono/compressed/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:36282/
[rosmaster.master][INFO] 2017-03-09 13:12:51,262: +PARAM [/camera/color/image_rect_mono/compressed/format] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:51,269: +PARAM [/camera/color/image_rect_mono/compressed/jpeg_quality] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:51,275: +PARAM [/camera/color/image_rect_mono/compressed/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 13:12:51,282: +PARAM [/camera/color/image_rect_mono/compressed/format] by /camera/camera_nodelet_manager
