[rosmaster.main][INFO] 2017-03-09 10:44:55,890: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-03-09 10:44:55,891: Starting ROS Master Node
[rosmaster.master][INFO] 2017-03-09 10:44:56,147: +PARAM [/mavros/vibration/frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,147: +PARAM [/mavros/safety_area/p2/y] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,149: +SUB [/rosout] /rosout http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,149: +PARAM [/mavros/safety_area/p2/z] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,150: +PARAM [/mavros/imu/frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,151: +PARAM [/mavros/time/time_ref_source] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,151: +PARAM [/mavros/tdr_radio/low_rssi] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,151: +PARAM [/camera/driver/enable_ir2] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,152: +PARAM [/mavros/px4flow/ranger_max_range] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,152: +PARAM [/mavros/global_position/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,152: +PARAM [/camera/driver/mode] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,153: +PARAM [/mavros/mission/pull_after_gcs] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,153: +PARAM [/SEGMENT_DURATION_SEC] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,153: +PARAM [/mavros/imu/angular_velocity_stdev] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,154: +PARAM [/camera/driver/ir_frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,154: +PARAM [/mavros/vision_pose/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,154: +PARAM [/mavros/vision_speed/listen_twist] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,154: +PARAM [/camera/driver/color_frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,155: +PARAM [/mavros/vision_pose/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,155: +PARAM [/camera/driver/enable_pointcloud] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,155: +PARAM [/camera/depth_rectify_depth/interpolation] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,156: +PARAM [/mavros/global_position/rot_covariance] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,156: +PARAM [/camera/driver/enable_ir] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,156: +PARAM [/camera/driver/depth_frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,157: +PARAM [/mavros/target_component_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,157: +PARAM [/mavros/setpoint_attitude/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,157: +PARAM [/mavros/mocap/use_tf] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,157: +PARAM [/mavros/conn/system_time_rate] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,158: +PARAM [/mavros/conn/timesync_rate] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,158: +PARAM [/mavros/px4flow/frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,158: +PARAM [/mavros/px4flow/ranger_min_range] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,159: +PARAM [/mavros/conn/timeout] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,159: +PARAM [/camera/disparity_depth/min_range] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,159: +PARAM [/mavros/fcu_url] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,159: +PARAM [/camera/driver/color_optical_frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,160: +PARAM [/camera/driver/ir2_frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,160: +PARAM [/mavros/setpoint_position/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,160: +PARAM [/camera/driver/color_height] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,161: +PARAM [/mavros/vision_pose/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,161: +PARAM [/camera/disparity_depth/max_range] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,161: +PARAM [/mavros/setpoint_attitude/reverse_throttle] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,161: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,162: +PARAM [/SEGMENT_EXTRA_SEC] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,162: +PARAM [/mavros/setpoint_position/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,162: +PARAM [/mavros/time/timesync_avg_alpha] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,163: +PARAM [/mavros/sys/min_voltage] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,163: +PARAM [/mavros/global_position/frame_id] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,163: +PARAM [/camera/driver/color_width] by /roslaunch
[rosmaster.master][INFO] 2017-03-09 10:44:56,246: +PUB [/rosout] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:56,249: +SERVICE [/mavros/get_loggers] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:56,252: +SERVICE [/mavros/set_logger_level] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:56,258: +PUB [/diagnostics] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:56,293: +PUB [/rosout] /camera/driver http://10.42.0.1:44572/
[rosmaster.master][INFO] 2017-03-09 10:44:56,294: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,299: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,301: +SERVICE [/camera/driver/get_loggers] /camera/driver http://10.42.0.1:44572/
[rosmaster.master][INFO] 2017-03-09 10:44:56,306: +SERVICE [/camera/driver/set_logger_level] /camera/driver http://10.42.0.1:44572/
[rosmaster.master][INFO] 2017-03-09 10:44:56,319: +PUB [/rosout] /camera/color_debayer http://10.42.0.1:38780/
[rosmaster.master][INFO] 2017-03-09 10:44:56,324: +PARAM [/camera/driver] by /camera/driver
[rosmaster.master][INFO] 2017-03-09 10:44:56,327: +SERVICE [/camera/color_debayer/get_loggers] /camera/color_debayer http://10.42.0.1:38780/
[rosmaster.master][INFO] 2017-03-09 10:44:56,335: +SERVICE [/camera/color_debayer/set_logger_level] /camera/color_debayer http://10.42.0.1:38780/
[rosmaster.master][INFO] 2017-03-09 10:44:56,345: +PUB [/rosout] /camera/camera_nodelet_manager http://10.42.0.1:40820/
[rosmaster.master][INFO] 2017-03-09 10:44:56,352: +SERVICE [/camera/camera_nodelet_manager/get_loggers] /camera/camera_nodelet_manager http://10.42.0.1:40820/
[rosmaster.master][INFO] 2017-03-09 10:44:56,360: +SERVICE [/camera/camera_nodelet_manager/set_logger_level] /camera/camera_nodelet_manager http://10.42.0.1:40820/
[rosmaster.master][INFO] 2017-03-09 10:44:56,377: +PUB [/rosout] /camera/color_rectify_mono http://10.42.0.1:35507/
[rosmaster.master][INFO] 2017-03-09 10:44:56,388: +SERVICE [/camera/color_rectify_mono/get_loggers] /camera/color_rectify_mono http://10.42.0.1:35507/
[rosmaster.master][INFO] 2017-03-09 10:44:56,393: +SUB [/tf] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:56,398: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,400: +PUB [/rosout] /camera/color_rectify_color http://10.42.0.1:33691/
[rosmaster.master][INFO] 2017-03-09 10:44:56,407: +SERVICE [/camera/color_rectify_mono/set_logger_level] /camera/color_rectify_mono http://10.42.0.1:35507/
[rosmaster.master][INFO] 2017-03-09 10:44:56,408: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,416: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,421: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,425: +SERVICE [/camera/camera_nodelet_manager/load_nodelet] /camera/camera_nodelet_manager http://10.42.0.1:40820/
[rosmaster.master][INFO] 2017-03-09 10:44:56,434: +SERVICE [/camera/color_rectify_color/get_loggers] /camera/color_rectify_color http://10.42.0.1:33691/
[rosmaster.master][INFO] 2017-03-09 10:44:56,448: +SERVICE [/camera/camera_nodelet_manager/unload_nodelet] /camera/camera_nodelet_manager http://10.42.0.1:40820/
[rosmaster.master][INFO] 2017-03-09 10:44:56,451: +PUB [/rosout] /camera/ir_rectify_ir http://10.42.0.1:36788/
[rosmaster.master][INFO] 2017-03-09 10:44:56,458: +SERVICE [/camera/color_rectify_color/set_logger_level] /camera/color_rectify_color http://10.42.0.1:33691/
[rosmaster.master][INFO] 2017-03-09 10:44:56,470: +PUB [/rosout] /camera/depth_rectify_depth http://10.42.0.1:44342/
[rosmaster.master][INFO] 2017-03-09 10:44:56,478: +SERVICE [/camera/camera_nodelet_manager/list] /camera/camera_nodelet_manager http://10.42.0.1:40820/
[rosmaster.master][INFO] 2017-03-09 10:44:56,482: +SERVICE [/camera/ir_rectify_ir/get_loggers] /camera/ir_rectify_ir http://10.42.0.1:36788/
[rosmaster.master][INFO] 2017-03-09 10:44:56,494: +SERVICE [/camera/depth_rectify_depth/get_loggers] /camera/depth_rectify_depth http://10.42.0.1:44342/
[rosmaster.master][INFO] 2017-03-09 10:44:56,499: +PUB [/rosout] /camera/depth_metric_rect http://10.42.0.1:38781/
[rosmaster.master][INFO] 2017-03-09 10:44:56,507: +SERVICE [/camera/ir_rectify_ir/set_logger_level] /camera/ir_rectify_ir http://10.42.0.1:36788/
[rosmaster.master][INFO] 2017-03-09 10:44:56,507: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,519: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,519: +SERVICE [/camera/depth_rectify_depth/set_logger_level] /camera/depth_rectify_depth http://10.42.0.1:44342/
[rosmaster.master][INFO] 2017-03-09 10:44:56,525: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,532: +SERVICE [/camera/depth_metric_rect/get_loggers] /camera/depth_metric_rect http://10.42.0.1:38781/
[rosmaster.master][INFO] 2017-03-09 10:44:56,535: +PUB [/rosout] /camera/depth_metric http://10.42.0.1:45652/
[rosmaster.master][INFO] 2017-03-09 10:44:56,563: +SERVICE [/camera/depth_metric_rect/set_logger_level] /camera/depth_metric_rect http://10.42.0.1:38781/
[rosmaster.master][INFO] 2017-03-09 10:44:56,566: +PUB [/rosout] /camera/depth_points http://10.42.0.1:34032/
[rosmaster.master][INFO] 2017-03-09 10:44:56,573: +SUB [/tf_static] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:56,579: +PUB [/rosout] /camera/register_depth_color http://10.42.0.1:36068/
[rosmaster.master][INFO] 2017-03-09 10:44:56,581: +SERVICE [/camera/depth_metric/get_loggers] /camera/depth_metric http://10.42.0.1:45652/
[rosmaster.master][INFO] 2017-03-09 10:44:56,592: +SERVICE [/camera/depth_points/get_loggers] /camera/depth_points http://10.42.0.1:34032/
[rosmaster.master][INFO] 2017-03-09 10:44:56,604: +PUB [/tf] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:56,607: +PARAM [/camera/depth_rectify_depth] by /camera/depth_rectify_depth
[rosmaster.master][INFO] 2017-03-09 10:44:56,608: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,615: +SERVICE [/camera/register_depth_color/get_loggers] /camera/register_depth_color http://10.42.0.1:36068/
[rosmaster.master][INFO] 2017-03-09 10:44:56,622: +SERVICE [/camera/depth_metric/set_logger_level] /camera/depth_metric http://10.42.0.1:45652/
[rosmaster.master][INFO] 2017-03-09 10:44:56,627: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,637: +SERVICE [/camera/depth_points/set_logger_level] /camera/depth_points http://10.42.0.1:34032/
[rosmaster.master][INFO] 2017-03-09 10:44:56,640: +PUB [/rosout] /camera/points_xyzrgb_sw_registered http://10.42.0.1:39965/
[rosmaster.master][INFO] 2017-03-09 10:44:56,628: publisherUpdate[/tf] -> http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:56,650: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,653: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,661: +SERVICE [/camera/register_depth_color/set_logger_level] /camera/register_depth_color http://10.42.0.1:36068/
[rosmaster.master][INFO] 2017-03-09 10:44:56,670: +PUB [/rosout] /camera/depth_registered_sw_metric_rect http://10.42.0.1:45882/
[rosmaster.master][INFO] 2017-03-09 10:44:56,687: +SERVICE [/camera/points_xyzrgb_sw_registered/get_loggers] /camera/points_xyzrgb_sw_registered http://10.42.0.1:39965/
[rosmaster.master][INFO] 2017-03-09 10:44:56,702: +SERVICE [/camera/depth_registered_sw_metric_rect/get_loggers] /camera/depth_registered_sw_metric_rect http://10.42.0.1:45882/
[rosmaster.master][INFO] 2017-03-09 10:44:56,705: +PUB [/rosout] /camera/disparity_depth http://10.42.0.1:34288/
[rosmaster.master][INFO] 2017-03-09 10:44:56,711: +PUB [/rosout] /camera/disparity_registered_sw http://10.42.0.1:37422/
[rosmaster.master][INFO] 2017-03-09 10:44:56,715: +SERVICE [/camera/points_xyzrgb_sw_registered/set_logger_level] /camera/points_xyzrgb_sw_registered http://10.42.0.1:39965/
[rosmaster.master][INFO] 2017-03-09 10:44:56,717: +PUB [/tf_static] /camera/camera_nodelet_manager http://10.42.0.1:40820/
[rosmaster.master][INFO] 2017-03-09 10:44:56,730: +SERVICE [/camera/depth_registered_sw_metric_rect/set_logger_level] /camera/depth_registered_sw_metric_rect http://10.42.0.1:45882/
[rosmaster.master][INFO] 2017-03-09 10:44:56,737: +SERVICE [/camera/disparity_registered_sw/get_loggers] /camera/disparity_registered_sw http://10.42.0.1:37422/
[rosmaster.master][INFO] 2017-03-09 10:44:56,740: +SERVICE [/camera/disparity_depth/get_loggers] /camera/disparity_depth http://10.42.0.1:34288/
[rosmaster.master][INFO] 2017-03-09 10:44:56,763: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,764: publisherUpdate[/tf_static] -> http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:56,766: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,771: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,797: +SERVICE [/camera/disparity_registered_sw/set_logger_level] /camera/disparity_registered_sw http://10.42.0.1:37422/
[rosmaster.master][INFO] 2017-03-09 10:44:56,800: +SERVICE [/camera/disparity_depth/set_logger_level] /camera/disparity_depth http://10.42.0.1:34288/
[rosmaster.master][INFO] 2017-03-09 10:44:56,832: +PARAM [/camera/points_xyzrgb_sw_registered] by /camera/points_xyzrgb_sw_registered
[rosmaster.master][INFO] 2017-03-09 10:44:56,869: +PUB [/rosout] /image_view http://10.42.0.1:41088/
[rosmaster.master][INFO] 2017-03-09 10:44:56,877: publisherUpdate[/rosout] -> http://10.42.0.1:44963/
[rosmaster.master][INFO] 2017-03-09 10:44:56,903: +SERVICE [/image_view/get_loggers] /image_view http://10.42.0.1:41088/
[rosmaster.master][INFO] 2017-03-09 10:44:56,911: +PARAM [/camera/disparity_depth] by /camera/disparity_depth
[rosmaster.master][INFO] 2017-03-09 10:44:56,918: +PARAM [/camera/disparity_registered_sw] by /camera/disparity_registered_sw
[rosmaster.master][INFO] 2017-03-09 10:44:56,936: +SERVICE [/image_view/set_logger_level] /image_view http://10.42.0.1:41088/
[rosmaster.master][INFO] 2017-03-09 10:44:57,122: +PUB [/mavlink/from] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,191: +SUB [/mavlink/to] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,516: +PUB [/mavros/radio_status] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,736: +PUB [/camera/color/image_raw/compressedDepth] /camera/camera_nodelet_manager http://10.42.0.1:40820/
[rosmaster.master][INFO] 2017-03-09 10:44:57,741: +SERVICE [/camera/color/image_raw/compressedDepth/set_parameters] /camera/camera_nodelet_manager http://10.42.0.1:40820/
[rosmaster.master][INFO] 2017-03-09 10:44:57,744: +PUB [/camera/color/image_raw/compressedDepth/parameter_descriptions] /camera/camera_nodelet_manager http://10.42.0.1:40820/
[rosmaster.master][INFO] 2017-03-09 10:44:57,748: +PUB [/camera/color/image_raw/compressedDepth/parameter_updates] /camera/camera_nodelet_manager http://10.42.0.1:40820/
[rosmaster.master][INFO] 2017-03-09 10:44:57,761: +PARAM [/camera/color/image_raw/compressedDepth/depth_max] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 10:44:57,765: +PARAM [/camera/color/image_raw/compressedDepth/depth_quantization] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 10:44:57,780: +PARAM [/camera/color/image_raw/compressedDepth/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 10:44:57,783: +PARAM [/camera/color/image_raw/compressedDepth/depth_max] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 10:44:57,791: +PARAM [/camera/color/image_raw/compressedDepth/depth_quantization] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 10:44:57,794: +PARAM [/camera/color/image_raw/compressedDepth/png_level] by /camera/camera_nodelet_manager
[rosmaster.master][INFO] 2017-03-09 10:44:57,828: +PUB [/mavros/cam_imu_sync/cam_imu_stamp] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,844: +SERVICE [/mavros/cmd/command] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,856: +SERVICE [/mavros/cmd/command_int] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,875: +SERVICE [/mavros/cmd/arming] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,884: +SERVICE [/mavros/cmd/set_home] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,888: +SERVICE [/mavros/cmd/takeoff] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,898: +SERVICE [/mavros/cmd/land] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,907: +SERVICE [/mavros/cmd/trigger_control] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,973: +PUB [/mavros/global_position/raw/fix] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,977: +PUB [/mavros/global_position/raw/gps_vel] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,980: +PUB [/mavros/global_position/global] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,984: +PUB [/mavros/global_position/local] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,987: +PUB [/mavros/global_position/rel_alt] /mavros http://10.42.0.1:41083/
[rosmaster.master][INFO] 2017-03-09 10:44:57,994: +PUB [/mavros/global_position/compass_hdg] /mavros http://10.42.0.1:41083/
